;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
Comoros;0,0577556109726;0,056778182644;0,0558219543012;0,054866462183;0,053886847906;0,070492118416;0,0863306981321;0,0844720668589;0,0825964150408;0,0807719925814;0,126448275862;0,123840682188;0,121338964052;0,118740867566;0,115814324403;0,126514683953;0,149445004298;0,143933230567;0,100674342387;0,0726911106853;0,152013086818;0,147133624282;0,142728399571;0,138696218883;0,134913469838;0,151500545352;0,137674144196;0,1532822497;0,158742567576;0,154799891733;0,186552484314;0,182062988068;0,177727874891;0,173509530891;0,169370855465;0,173159188229;0,138218566511;0,134808742165;0,146058375554;0,156640027338;0,159642408274;0,16238357418;0,164874790478;0,173550502988;0,175397897808;0,183126280727;0,196278826846;0,185454913266;0,186374060321;0,181671738501;0,193259657347;0,225189084511;-;-;-
Cabo Verde;0,103662242576;0,10132166705;0,082321248176;0,0641033485128;0,124733724792;0,10621992146;0,0886998588994;0,0720797575195;0,112463963688;0,136923387127;0,133139209806;0,129124264939;0,175084749231;0,206442404493;0,213819934629;0,246491023101;0,23467598459;0,260567360768;0,6844935372;0,825318651058;0,401242079505;0,108408445893;0,118255227481;0,115511707097;0,259658574881;0,254832822707;0,174870423853;0,237987633635;0,214346045821;0,233021094195;0,250051142175;0,2549062679;0,278350543412;0,270841466631;0,282436123891;0,284564568173;0,340874287531;0,342495246215;0,361592930327;0,396963848096;0,422707978283;0,463650035935;0,53510693906;0,541875919553;0,557510183138;0,612889140522;0,639141801884;0,765675100731;0,590169008214;0,626625956839;0,60163945521;0,867122204193;-;-;-
Eritrea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,0664561653485;0,0860845610028;0,098183652382;0,148313383532;0,160940749928;0,163283346296;0,154523540444;0,153774774729;0,141315954686;0,162338880451;0,165055485753;0,157888870897;0,111429391965;0,111209813112;0,0769896786849;0,0923696029194;0,0894209688323;0,087767906565;-;-;-
Ethiopia;0,0158922186581;0,0150425205903;0,0170548268007;0,0177198909658;0,0166839085541;0,0258016944495;0,0321777852519;0,0408829285822;0,0640985750182;0,060335376582;0,0582022543798;0,0633184151384;0,0467265036744;0,0564888473887;0,0545621864176;0,0371542345161;0,0355128401037;0,0311987884626;0,0402723261976;0,0534607728475;0,0517149964974;0,0517116715867;0,0399209561468;0,048210488788;0,0421541105004;0,0445142258335;0,0526084803416;0,0593772383036;0,0595156746096;0,0608859095958;0,0628178171714;0,0600061318092;0,057575256972;0,0567665495324;0,0534106976504;0,0376194776755;0,0636572237654;0,0705142570581;0,0805689237739;0,0789310294613;0,0881423642868;0,063403821477;0,0640626174081;0,0687151819818;0,0707990115916;0,0663425115575;0,069226990314;0,0735308172574;0,0770937697702;0,0773269115908;0,075996482519;0,0843803618185;-;-;-
Gabon;0,264646978989;0,327565397946;0,172785600415;0,142197370105;0,36443211094;0,406754264421;0,703767335;1,82986016945;3,47180045303;2,48387935022;3,53526770939;4,73718977446;4,47597019559;8,52373450973;8,58283410827;8,28247970452;8,62418206865;9,3296445631;10,9183709127;9,52572303735;9,13148389299;8,82986715443;8,58598892932;7,04357986387;7,45418795279;7,6489706728;5,85490081942;4,61235120242;4,83517824613;6,26481091137;5,1168180517;1,51952877982;2,13303758524;3,20017180874;3,18363140357;3,57035272384;3,18841379708;3,11759415234;1,39886843402;1,20197438121;0,858756273832;1,41971116045;1,38370037609;1,09523415057;1,37465714021;1,57635822583;1,47416355075;1,37570644499;1,3873262375;1,41209751474;1,44208474112;1,40327621619;-;-;-
Ghana;0,219936787826;0,195985454609;0,202350848145;0,235976079951;0,219624383278;0,221139651456;0,182625214891;0,18567943498;0,214546329888;0,201308173806;0,305400881899;0,26004649825;0,266838086572;0,26472184915;0,305822754497;0,279361746102;0,242912175079;0,294721635548;0,286848053401;0,251969233041;0,236942069968;0,274081743228;0,264922445854;0,30733677647;0,209682333338;0,261539557598;0,232534627493;0,243723220174;0,249087158456;0,234968214023;0,268720110539;0,268875008285;0,264744037418;0,293226019683;0,310384644903;0,323798339066;0,335321764017;0,364018680976;0,356316020576;0,35624208088;0,334071375382;0,358652796771;0,375108300907;0,375881441571;0,352699146275;0,327018232388;0,426384100186;0,436282907417;0,395417959191;0,325349735705;0,416379929177;0,406136030135;-;-;-
Guinea;0,114828148084;0,169582616939;0,178894483802;0,185880320318;0,183834659386;0,179791778758;0,182188871283;0,180705763592;0,182909358802;0,18004489642;0,188176330852;0,191451052956;0,194237300159;0,186277836785;0,193855396404;0,193875946611;0,203216978907;0,205803261297;0,204765843622;0,213035315162;0,214531310234;0,216504164812;0,210276493446;0,198907844845;0,198772836496;0,196122340797;0,19137934872;0,185296329396;0,185472400422;0,181728440315;0,175427936319;0,16915484842;0,159547429391;0,154673484574;0,163486336868;0,159553323628;0,157194334946;0,15425617955;0,146988354685;0,147943514356;0,146325665483;0,145932151315;0,146343563849;0,145810222106;0,143089150404;0,123301293575;0,120499893713;0,120445304538;0,193754472995;0,199044240256;0,228596768693;0,232605744911;-;-;-
Gambia, The;0,0498329840812;0,0584016393443;0,0669291441236;0,0754003135683;0,07435268355;0,0731817444776;0,080853638818;0,0792689663786;0,0861791407467;0,109387333639;0,106579056213;0,11952593803;0,13909528847;0,127258808639;0,123318536454;0,190010939029;0,184577439976;0,2060026494;0,245401776594;0,250668626261;0,260901002861;0,252122997124;0,248916232903;0,239662522466;0,24582761016;0,235419865263;0,210472764082;0,223449076895;0,217481555287;0,20391966825;0,207986160725;0,20855437561;0,202128072221;0,207310348111;0,201642902622;0,203006157189;0,197414980884;0,191974878126;0,202444467256;0,215137665812;0,22380444362;0,222910717768;0,241348407819;0,233853003378;0,231832831154;0,224632783149;0,227591268845;0,258947591418;0,26027133355;0,267987732232;0,281465989147;0,24306240007;-;-;-
Guinea-Bissau;0,0288306109228;0,0456817537707;0,0622895986856;0,0730948511147;0,0894313900033;0,100104948981;0,0997354229531;0,0718240701261;0,0935121002159;0,0872290446314;0,102015327264;0,104976582808;0,0918233201685;0,148455528116;0,134813875288;0,146096368571;0,120769850479;0,128872248587;0,128020946978;0,1360735225;0,17925404507;0,171861499433;0,168389658282;0,164589346628;0,18137303393;0,189324601026;0,196946814156;0,204189675315;0,222352744094;0,232224853641;0,248699361599;0,246647263377;0,244537617018;0,255860305627;0,250116446144;0,247755704078;0,245417923318;0,221557609812;0,141462617866;0,15603879473;0,115195647257;0,11549624044;0,115726126706;0,142846432974;0,145014599606;0,149619244257;0,148935847986;0,155639184363;0,14987870158;0,151323259645;0,150227779234;0,151265093324;-;-;-
Equatorial Guinea;0,0872696983519;0,0862485299882;0,0852989067225;0,0983524272961;0,096958182086;0,108882925616;0,0931825607144;0,090881732308;0,101613428379;0,150691405207;0,126054897647;0,231672346803;0,32015482444;0,111809006921;0,205708286753;0,261668002871;0,272786147807;0,282796069643;0,32345417659;0,289801914378;0,265978811273;0,299400966017;0,292452228283;0,228924068994;0,274564791968;0,211035514688;0,2457662488;0,290398366878;0,302303170199;0,323837121055;0,323687779356;0,521934795998;0,541390053175;0,248377428415;0,0857771758327;0,298785276657;0,257113997051;0,622464395444;0,346695660395;0,94199960571;0,877511439097;5,78936459955;9,03118431481;10,5839870408;8,90493580872;7,8060309982;7,64650363546;7,49890716021;6,84332054253;6,82634730539;6,72122062666;9,34168347309;-;-;-
Kenya;0,299496881107;0,287257269739;0,304273984865;0,320661957641;0,307305265844;0,25964948717;0,273274892708;0,266146233454;0,268506558118;0,288157853209;0,274068546397;0,316134872065;0,320475134027;0,312855991317;0,380878908597;0,368977463772;0,32933840507;0,34809036705;0,353043232526;0,321710208741;0,380948230215;0,38620173388;0,267300780121;0,25550401109;0,228044566958;0,1917432629;0,204098730934;0,244774621243;0,218711515654;0,229079108049;0,2483616382;0,199712374308;0,22130646871;0,245657516669;0,24616782216;0,275512392791;0,330971896058;0,285569334093;0,337906399402;0,333750861301;0,333000810291;0,291635517523;0,241462559807;0,199221702066;0,218854003975;0,239269895325;0,260478474351;0,26041396043;0,264149223188;0,310120238342;0,303602388255;0,322830855348;-;-;-
Liberia;0,147293526636;0,140928084298;0,216209634212;0,297261045573;0,395430416292;0,444850945914;0,477197141129;0,465652918101;0,655380852654;0,919861491139;1,02282409025;1,04648236897;1,00653218072;0,962691096523;1,08903540033;0,911877646354;0,881734422583;0,854910912346;0,848995606129;1,06347151745;1,07925373931;0,988810247758;0,295330067646;0,337551713552;0,323683182867;0,328745423087;0,330664693432;0,348967126915;0,376765206462;0,312301534194;0,2301817938;0,138440316351;0,142799328822;0,160837421605;0,158001790854;0,160437343534;0,156837675477;0,150382828321;0,15195038476;0,148458560302;0,150891365326;0,167528353292;0,163605502768;0,170191170794;0,196900249102;0,226538984508;0,224258750393;0,19260033376;0,156755739761;0,138180371797;0,202899198836;0,218418426663;-;-;-
Lesotho;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,736886788338;0,74458272543;0,753730473304;1,0561084353;1,06147075718;1,12442052226;1,08410083981;-;-;-
Madagascar;0,0783828044675;0,0680943353279;0,0739884401703;0,084212916832;0,0860461325335;0,0966134237581;0,0979013392902;0,138895338975;0,146498694628;0,132919321036;0,147766198658;0,151879665438;0,185133212598;0,150219835577;0,161421773736;0,223628344996;0,127410591409;0,105468170744;0,123284324811;0,13318154603;0,185728923379;0,115518638962;0,110956193857;0,0713066520628;0,0989005740173;0,108381199572;0,115036210705;0,125664328204;0,122370907899;0,0863936328683;0,0854357894511;0,0903014699536;0,0852171890848;0,0846864534449;0,100956889217;0,0975865796505;0,10169495066;0,118742384016;0,117520568456;0,126134972332;0,119012987835;0,107283197646;0,0738394394513;0,0986640108667;0,101772991573;0,0952316828167;0,0894051702405;0,0937051698302;0,0997408262296;0,0924993760885;0,0989833645263;0,112992456179;-;-;-
Mali;0,0237325704038;0,0227771623542;0,0267702902916;0,0334651155982;0,0331116372122;0,0368451714978;0,0350834327171;0,0406810294626;0,0355784658451;0,0286183201734;0,0352824749742;0,0391890196143;0,0416908686462;0,0446908431611;0,0499800973587;0,0550837697908;0,0541902409864;0,0647819997245;0,0609033826447;0,0648579347301;0,0582560669267;0,0576848120374;0,0523523882511;0,0585005707485;0,0599310887175;0,0549663675571;0,0507491247237;0,0471981182008;0,0499196302186;0,0534140485088;0,0529509675083;0,0536712931708;0,0533125917741;0,053273578621;0,0527478805157;0,0522175632419;0,0528846993171;0,0554181793433;0,0785324686624;0,0797548797732;0,0800547571545;0,0784587903474;0,0778372975289;0,075171993782;0,0757295296544;0,0752362104562;0,0764606352092;0,0792436271716;0,0814994391588;0,0846482737747;0,0883585332463;0,0867357849422;-;-;-
Mozambique;0,246471557745;0,33753153975;0,249691421266;0,204440119443;0,258117393606;0,23671055189;0,245676496337;0,21180517564;0,307370379856;0,350627193902;0,315753685853;0,374072452068;0,333946592425;0,352559428906;0,304216895396;0,271738074209;0,234646885025;0,241999600648;0,249400188369;0,223302050802;0,264258054718;0,200174311885;0,199636993795;0,152126536428;0,116392124648;0,0860472229615;0,0733899051355;0,0734791827325;0,0758180128572;0,0777495144332;0,0737834629365;0,0739019397928;0,06976020767;0,0723885193918;0,0692895780519;0,0695238909867;0,0632570644773;0,0665559419929;0,0653057486485;0,0667547584568;0,0738391445914;0,0841318344004;0,0821852852816;0,09650262209;0,0940126358523;0,0867428074586;0,0917288609789;0,107836382396;0,10278060101;0,110036567317;0,119952276574;0,133514340354;-;-;-
Mauritania;0,0427231928567;0,0539651741181;0,0685563779129;0,0940111777675;0,121743190177;0,162571513208;0,175819885476;0,188165646737;0,216572570747;0,24647483407;0,373422888655;0,337884354305;0,367328070783;0,37435348145;0,375012492824;0,383625906168;0,378060862997;0,395976468064;0,40247273892;0,405847836323;0,411125183409;0,420434289624;0,544036143206;0,561712220857;0,507753789335;0,37145230686;0,205967787143;1,76108519869;1,68559347724;1,44684214402;1,31704264923;1,32135890611;1,3736539314;1,34331124493;1,37627749089;1,27082687197;1,2371789725;1,1953136171;0,416981171286;0,431208350601;0,433308284975;0,459786709407;0,470253847964;0,46862746222;0,502867195235;0,504681574133;0,497206824694;0,553898049781;0,565653520216;0,605938664028;0,592300424999;0,623915168214;-;-;-
Mauritius;0,272514942724;0,274719172921;0,361281304036;0,290764139382;0,418299766018;0,404197875166;0,357726781415;0,636179595544;0,799157829344;0,704146330956;0,603767554479;0,471904007245;0,80909990341;0,784435818362;0,789327845365;0,661868834081;0,68363840544;0,696483206151;0,675655785384;0,694881922921;0,611141993232;0,55353088646;0,506164605081;0,596711960076;0,619486258436;0,693494935955;0,777360068459;0,898980968688;0,818998331159;1,00111199893;1,38191117093;1,42189418332;1,57576299679;1,61734103414;1,45975364067;1,630203206;1,72032705583;1,74043616388;1,87075552752;2,0655340446;2,2677893928;2,39401330952;2,39571533287;2,5235047842;2,53175545023;2,68399940078;2,94193011971;2,97588957996;3,02999145581;2,96316343455;3,13208253359;3,1270708174;-;-;-
Malawi;-;-;-;-;0,0851200689977;0,0876619291588;0,10531725227;0,0877829876235;0,0906819894411;0,0866087228252;0,100382603981;0,107663547636;0,113540830254;0,115166838831;0,107223998838;0,109327767056;0,106420205517;0,112568447921;0,114474212805;0,105412906786;0,114064145469;0,0944817669889;0,0905669386629;0,0855302888606;0,0801037268129;0,076726896853;0,0722129801488;0,0670405298624;0,0627041478605;0,0620199224001;0,0648228037255;0,0683467532755;0,0672572815186;0,070716132169;0,0729548505;0,0732364752739;0,0700655894159;0,0729575263361;0,0774512204468;0,0905702839456;0,0800025897638;0,0779261863764;0,0740977152421;0,0782014388901;0,0776048164501;0,0709298271703;0,07164512436;0,069522883516;0,0811822178017;0,0724676803626;0,0808446608809;0,078048881157;-;-;-
Namibia;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,018134907206;0,692806066492;0,741302870008;0,738347397851;0,822080571518;0,986459430279;1,02571381492;1,02210562302;1,05366634268;0,896437496399;0,865572540521;1,04430632088;0,898819028516;0,945791442417;0,9792968672;1,13970417745;1,13425390332;1,15788869131;1,69556910182;1,48493537199;1,45908083968;1,25175706546;-;-;-
Niger;0,00879075831677;0,016039711883;0,0187208736067;0,024269874117;0,0255614609674;0,0238962686892;0,0343874014662;0,0325327552887;0,0386644716189;0,0444352267855;0,0490303079473;0,0509183198923;0,0542416199492;0,0688146564397;0,0587482090692;0,0658103811731;0,0639912202566;0,0683687062616;0,0757762324618;0,0846669217606;0,0980506827958;0,114312515232;0,121286663182;0,152077682187;0,152402716376;0,14875358117;0,13081741999;0,141132629492;0,135624679804;0,138494359173;0,107353492891;0,102623944004;0,0948868764274;0,102899490834;0,0985957260717;0,100404621844;0,106926445889;0,10275441055;0,105173395031;0,100012947967;0,0724069513454;0,0666058347725;0,0688883422326;0,0718195795019;0,0758854997409;0,0628606415238;0,058973493946;0,0578566795393;0,0622035914898;0,075242887841;0,0851355621261;0,0861702010397;-;-;-
Nigeria;0,0753488473117;0,0891634940365;0,0887217732028;0,11116401582;0,147963283168;0,23415746109;0,251436525243;0,244682885918;0,123667694005;0,220785220317;0,383738642476;0,561853828998;0,704174352106;0,822384769262;1,00702109421;0,745623013932;0,844407350674;0,749982955246;0,694760991432;0,981427289789;0,924784532095;0,870971874211;0,843982948368;0,75166558879;0,851423347492;0,833035881616;0,853537886821;0,67120349605;0,779383187959;0,455483658683;0,474552557669;0,461303368852;0,645018907124;0,582305871916;0,441207322783;0,32204039394;0,363611757566;0,352610133398;0,343834088644;0,37376310052;0,644398112915;0,661488951168;0,759338561444;0,702663375414;0,713585957276;0,750050855785;0,687395021826;0,647136612342;0,612952859397;0,462018198877;0,533606315234;0,536115274151;-;-;-
Rwanda;0,0362521749328;0,0465092682432;0,0276473843144;0,0271807508166;0,0115981211487;0,014745415701;0,0132579027242;0,0118002652185;0,0155942572989;0,0161160646719;0,0156269226692;0,0161152228481;0,0165691892805;0,0169840444126;0,0173512984965;0,0403783659535;0,0594899691473;0,0575915385569;0,0602980130107;0,059780823572;0,0962975311557;0,113178309454;0,110972762249;0,122947138536;0,108003617423;0,100785367295;0,0933065042979;0,0913910892294;0,0988860716017;0,0954340085368;0,0752236823284;0,0699361196639;0,0745154390307;0,0816061868681;0,0825776333761;0,0815775451205;0,0810137320128;0,0770731990774;0,0680243046461;0,064906663237;0,0628959748687;0,0606980385737;0,0591614619512;0,0570572508699;0,0570592581091;0,0559998311674;0,0546580014007;0,0561418182635;0,0530879458505;0,0546758929151;0,0544801698519;0,0595574514898;-;-;-
Sudan;0,129783713685;0,128810183666;0,13437957703;0,147903191689;0,159284131319;0,202254535941;0,214127432819;0,250771684362;0,23741271538;0,31054601377;0,349795296853;0,348434567692;0,364911065168;0,357019113149;0,362390129263;0,261773163831;0,22446647034;0,220171702121;0,192450885424;0,193232817039;0,196007808358;0,184041080745;0,186959354199;0,184567269622;0,160274598764;0,180714343918;0,18331063329;0,140806478066;0,198508585589;0,14992622904;0,215697345519;0,202976027016;0,173829326254;0,103041701626;0,152757379231;0,153587199408;0,138475489066;0,17106426409;0,144305978526;0,15228156727;0,16093819866;0,180138897118;0,223206303248;0,242416260162;0,295578729739;0,270222839382;0,282122388081;0,312553840442;0,322785750582;0,347662060287;0,346086567674;0,354150545011;-;-;-
Senegal;0,260796283645;0,249277803125;0,242530718013;0,249740115175;0,260445992949;0,464220968824;0,458078445484;0,181310775871;-;0,120023468399;0,310360744381;0,311144156793;0,324536785728;0,335318326734;0,388618955592;0,526737417449;0,352680652588;0,434854993693;0,497032725373;0,534707543834;0,601848333641;0,575960770905;0,518755615969;0,434280807451;0,529554847732;0,415805424478;0,401060317936;0,358325729524;0,3883868905;0,507375771495;0,42359720579;0,441955113589;0,435489542694;0,436410525071;0,460334558552;0,401152472907;0,418368604715;0,356134023712;0,36522414291;0,384673117526;0,399359784475;0,427974750369;0,437637932445;0,469646560394;0,481463164851;0,519914512033;0,413462229964;0,448172755354;0,444637709721;0,464681448311;0,638794727396;0,589493364095;-;-;-
Sierra Leone;0,331031599765;0,132337919819;0,147043610762;0,164493287552;0,133181319145;0,121661471749;0,12750861347;0,105533014233;0,157845866249;0,445835507288;0,344703567397;0,310883013317;0,257176174181;0,199960011633;0,18888280295;0,18589915846;0,156191963598;0,173579988362;0,234787530549;0,218533617025;0,191407747284;0,212864835745;0,166234106997;0,202267379428;0,176410453775;0,18517117384;0,182927874047;0,131206818486;0,11727710889;0,0936720514017;0,0961496315066;0,115802180814;0,0727628090175;0,0725786772373;0,0881592106782;0,0896416062214;0,098230531458;0,0998823158949;0,092557325848;0,0873432523422;0,102752891051;0,132315889477;0,135480888582;0,138501766374;0,130215546323;0,106717618232;0,138877606109;0,118486562537;0,119976558796;0,115707310986;0,126228968966;0,153169615297;-;-;-
